origen,destino,tiempo
N9,N193,47
N9,N194,27
N9,N195,118
N9,N196,30
N9,N197,48
N9,N198,60
N9,N199,63
N9,N200,89
N10,N11,46
N10,N12,58
N10,N13,96
N10,N14,86
N10,N15,76
N10,N16,111
N10,N17,24
N10,N18,71
N10,N19,116
N10,N20,106
N10,N21,26
N10,N22,42
N10,N23,110
N10,N24,91
N10,N25,73
N10,N26,7
N10,N27,92
N10,N28,101
N10,N29,115
N10,N30,111
N10,N31,94
N10,N32,27
N10,N33,73
N10,N34,13
N10,N35,52
N10,N36,99
N10,N37,58
N10,N38,86
N10,N39,92
N10,N40,38
N10,N41,73
N10,N42,65
N10,N43,56
N10,N44,83
N10,N45,23
N10,N46,26
N10,N47,78
N10,N48,10
N10,N49,25
N10,N50,32
N10,N51,23
N10,N52,80
N10,N53,47
N10,N54,21
N10,N55,92
N10,N56,48
N10,N57,99
N10,N58,87
N10,N59,85
N10,N60,68
N10,N61,98
N10,N62,79
N10,N63,26
N10,N64,23
N10,N65,90
N10,N66,30
N10,N67,30
N10,N68,78
N10,N69,11
N10,N70,45
N10,N71,120
N10,N72,107
N10,N73,47
N10,N74,83
N10,N75,116
N10,N76,97
N10,N77,86
N10,N78,40
N10,N79,64
N10,N80,107
N10,N81,66
N10,N82,63
N10,N83,50
N10,N84,82
N10,N85,9
N10,N86,80
N10,N87,85
N10,N88,92
N10,N89,90
N10,N90,108
N10,N91,77
N10,N92,80
N10,N93,81
N10,N94,88
N10,N95,5
N10,N96,74
N10,N97,103
N10,N98,33
N10,N99,38
N10,N100,113
N10,N101,114
N10,N102,56
N10,N103,76
N10,N104,72
N10,N105,84
N10,N106,80
N10,N107,51
N10,N108,60
N10,N109,56
N10,N110,28
N10,N111,85
N10,N112,99
N10,N113,30
N10,N114,94
N10,N115,12
N10,N116,72
N10,N117,115
N10,N118,106
N10,N119,33
N10,N120,77
N10,N121,102
N10,N122,112
N10,N123,26
N10,N124,82
N10,N125,68
N10,N126,39
N10,N127,44
N10,N128,24
N10,N129,84
N10,N130,101
N10,N131,52
N10,N132,98
N10,N133,98
N10,N134,92
N10,N135,17
N10,N136,13
N10,N137,56
N10,N138,9
N10,N139,75
N10,N140,31
N10,N141,89
N10,N142,49
N10,N143,113
N10,N144,65
N10,N145,54
N10,N146,9
N10,N147,9
N10,N148,73
N10,N149,16
N10,N150,79
N10,N151,88
N10,N152,63
N10,N153,87
N10,N154,114
N10,N155,114
N10,N156,114
N10,N157,31
N10,N158,18
N10,N159,8
N10,N160,108
N10,N161,88
N10,N162,63
N10,N163,35
N10,N164,111
N10,N165,115
N10,N166,109
N10,N167,101
N10,N168,5
N10,N169,64
N10,N170,90
N10,N171,62
N10,N172,51
N10,N173,70
N10,N174,59
N10,N175,81
N10,N176,60
N10,N177,117
N10,N178,99
N10,N179,5
N10,N180,7
N10,N181,64
N10,N182,97
N10,N183,80
N10,N184,93
N10,N185,33
N10,N186,9
N10,N187,106
N10,N188,31
N10,N189,11
N10,N190,103
N10,N191,87
N10,N192,22
N10,N193,65
N10,N194,54
N10,N195,15
N10,N196,114
N10,N197,33
N10,N198,16
N10,N199,35
N10,N200,10
N11,N12,65
N11,N13,52
N11,N14,91
N11,N15,51
N11,N16,7
N11,N17,94
N11,N18,68
N11,N19,44
N11,N20,34
N11,N21,66
N11,N22,13
N11,N23,119
N11,N24,70
N11,N25,94
N11,N26,57
N11,N27,83
N11,N28,50
N11,N29,70
N11,N30,49
N11,N31,118
N11,N32,57
N11,N33,33
N11,N34,33
N11,N35,58
N11,N36,103
N11,N37,101
N11,N38,69
N11,N39,25
N11,N40,27
N11,N41,40
N11,N42,10
N11,N43,50
N11,N44,19
N11,N45,44
N11,N46,65
N11,N47,18
N11,N48,55
N11,N49,99
N11,N50,66
N11,N51,11
N11,N52,14
N11,N53,47
N11,N54,54
N11,N55,90
N11,N56,90
N11,N57,66
N11,N58,77
N11,N59,101
N11,N60,54
N11,N61,118
N11,N62,77
N11,N63,66
N11,N64,72
N11,N65,102
N11,N66,5
N11,N67,25
N11,N68,58
N11,N69,9
N11,N70,19
N11,N71,27
N11,N72,87
N11,N73,51
N11,N74,119
N11,N75,108
N11,N76,99
N11,N77,81
N11,N78,33
N11,N79,43
N11,N80,73
N11,N81,12
N11,N82,120
N11,N83,13
N11,N84,106
N11,N85,49
N11,N86,108
N11,N87,89
N11,N88,92
N11,N89,11
N11,N90,45
N11,N91,83
N11,N92,85
N11,N93,104
N11,N94,21
N11,N95,61
N11,N96,64
N11,N97,59
N11,N98,24
N11,N99,51
N11,N100,46
N11,N101,62
N11,N102,45
N11,N103,61
N11,N104,8
N11,N105,45
N11,N106,7
N11,N107,94
N11,N108,20
N11,N109,18
N11,N110,95
N11,N111,110
N11,N112,62
N11,N113,96
N11,N114,54
N11,N115,24
N11,N116,33
N11,N117,60
N11,N118,95
N11,N119,94
N11,N120,35
N11,N121,105
N11,N122,56
N11,N123,24
N11,N124,32
N11,N125,27
N11,N126,119
N11,N127,90
N11,N128,66
N11,N129,64
N11,N130,76
N11,N131,89
N11,N132,101
N11,N133,21
N11,N134,117
N11,N135,5
N11,N136,74
N11,N137,10
N11,N138,54
N11,N139,37
N11,N140,9
N11,N141,29
N11,N142,74
N11,N143,31
N11,N144,85
N11,N145,17
N11,N146,64
N11,N147,106
N11,N148,48
N11,N149,10
N11,N150,68
N11,N151,115
N11,N152,41
N11,N153,47
N11,N154,25
N11,N155,25
N11,N156,52
N11,N157,13
N11,N158,93
N11,N159,48
N11,N160,39
N11,N161,28
N11,N162,21
N11,N163,55
N11,N164,5
N11,N165,20
N11,N166,63
N11,N167,19
N11,N168,31
N11,N169,40
N11,N170,9
N11,N171,98
N11,N172,79
N11,N173,16
N11,N174,81
N11,N175,67
N11,N176,48
N11,N177,87
N11,N178,41
N11,N179,29
N11,N180,6
N11,N181,21
N11,N182,19
N11,N183,92
N11,N184,22
N11,N185,114
N11,N186,98
N11,N187,7
N11,N188,82
N11,N189,71
N11,N190,55
N11,N191,39
N11,N192,119
N11,N193,43
N11,N194,101
N11,N195,34
N11,N196,75
N11,N197,70
N11,N198,100
N11,N199,10
N11,N200,24
N12,N13,77
N12,N14,105
N12,N15,99
N12,N16,86
N12,N17,50
N12,N18,78
N12,N19,81
N12,N20,73
N12,N21,33
N12,N22,97
N12,N23,88
N12,N24,40
N12,N25,82
N12,N26,77
N12,N27,101
N12,N28,86
N12,N29,90
N12,N30,10
N12,N31,9
N12,N32,119
N12,N33,46
N12,N34,45
N12,N35,46
N12,N36,101
N12,N37,57
N12,N38,48
N12,N39,120
N12,N40,7
N12,N41,92
N12,N42,27
N12,N43,98
N12,N44,27
N12,N45,92
N12,N46,70
N12,N47,44
N12,N48,114
N12,N49,80
N12,N50,119
N12,N51,88
N12,N52,61
N12,N53,100
N12,N54,53
N12,N55,62
N12,N56,8
N12,N57,45
N12,N58,21
N12,N59,114
N12,N60,26
N12,N61,112
N12,N62,75
N12,N63,83
N12,N64,61
N12,N65,14
N12,N66,81
N12,N67,98
N12,N68,97
N12,N69,118
N12,N70,72
N12,N71,65
N12,N72,118
N12,N73,25
N12,N74,70
N12,N75,26
N12,N76,8
N12,N77,46
N12,N78,11
N12,N79,91
N12,N80,54
N12,N81,24
N12,N82,17
N12,N83,113
N12,N84,52
N12,N85,114
N12,N86,6
N12,N87,93
N12,N88,47
N12,N89,52
N12,N90,70
N12,N91,94
N12,N92,96
N12,N93,57
N12,N94,10
N12,N95,115
N12,N96,8
N12,N97,43
N12,N98,98
N12,N99,61
N12,N100,17
N12,N101,45
N12,N102,61
N12,N103,74
N12,N104,116
N12,N105,98
N12,N106,105
N12,N107,28
N12,N108,87
N12,N109,63
N12,N110,32
N12,N111,67
N12,N112,27
N12,N113,54
N12,N114,118
N12,N115,116
N12,N116,63
N12,N117,54
N12,N118,111
N12,N119,72
N12,N120,107
N12,N121,72
N12,N122,58
N12,N123,35
N12,N124,39
N12,N125,112
N12,N126,73
N12,N127,16
N12,N128,68
N12,N129,99
N12,N130,34
N12,N131,57
N12,N132,62
N12,N133,111
N12,N134,35
N12,N135,57
N12,N136,111
N12,N137,62
N12,N138,41
N12,N139,75
N12,N140,115
N12,N141,57
N12,N142,66
N12,N143,97
N12,N144,12
N12,N145,63
N12,N146,74
N12,N147,106
N12,N148,66
N12,N149,99
N12,N150,24
N12,N151,119
N12,N152,12
N12,N153,15
N12,N154,36
N12,N155,83
N12,N156,14
N12,N157,75
N12,N158,56
N12,N159,52
N12,N160,60
N12,N161,69
N12,N162,75
N12,N163,20
N12,N164,21
N12,N165,58
N12,N166,115
N12,N167,22
N12,N168,77
N12,N169,51
N12,N170,62
N12,N171,80
N12,N172,31
N12,N173,83
N12,N174,38
N12,N175,27
N12,N176,110
N12,N177,56
N12,N178,94
N12,N179,50
N12,N180,43
N12,N181,53
N12,N182,120
N12,N183,27
N12,N184,109
N12,N185,56
N12,N186,33
N12,N187,9
N12,N188,63
N12,N189,25
N12,N190,103
N12,N191,86
N12,N192,36
N12,N193,42
N12,N194,18
N12,N195,79
N12,N196,32
N12,N197,55
N12,N198,118
N12,N199,37
N12,N200,82
N13,N14,23
N13,N15,94
N13,N16,57
N13,N17,101
N13,N18,8
N13,N19,19
N13,N20,53
N13,N21,119
N13,N22,36
N13,N23,28
N13,N24,87
N13,N25,45
N13,N26,80
N13,N27,43
N13,N28,92
N13,N29,75
N13,N30,18
N13,N31,88
N13,N32,74
N13,N33,66
N13,N34,72
N13,N35,22
N13,N36,74
N13,N37,56
N13,N38,28
N13,N39,9
N13,N40,43
N13,N41,23
N13,N42,59
N13,N43,107
N13,N44,86
N13,N45,38
N13,N46,7
N13,N47,7
N13,N48,97
N13,N49,115
N13,N50,16
N13,N51,15
N13,N52,97
N13,N53,76
N13,N54,87
N13,N55,30
N13,N56,60
N13,N57,101
N13,N58,55
N13,N59,112
N13,N60,94
N13,N61,96
N13,N62,109
N13,N63,119
N13,N64,9
N13,N65,120
N13,N66,43
N13,N67,75
N13,N68,22
N13,N69,117
N13,N70,46
N13,N71,37
N13,N72,20
N13,N73,94
N13,N74,45
N13,N75,88
N13,N76,102
N13,N77,101
N13,N78,70
N13,N79,79
N13,N80,26
N13,N81,6
N13,N82,30
N13,N83,72
N13,N84,94
N13,N85,11
N13,N86,77
N13,N87,24
N13,N88,32
N13,N89,19
N13,N90,37
N13,N91,93
N13,N92,97
N13,N93,87
N13,N94,89
N13,N95,103
N13,N96,84
N13,N97,81
N13,N98,70
N13,N99,81
N13,N100,114
N13,N101,29
N13,N102,51
N13,N103,67
N13,N104,98
N13,N105,8
N13,N106,106
N13,N107,14
N13,N108,91
N13,N109,41
N13,N110,71
N13,N111,6
N13,N112,103
N13,N113,120
N13,N114,45
N13,N115,91
N13,N116,52
N13,N117,8
N13,N118,38
N13,N119,24
N13,N120,93
N13,N121,71
N13,N122,106
N13,N123,9
N13,N124,20
N13,N125,67
N13,N126,63
N13,N127,117
N13,N128,55
N13,N129,8
N13,N130,77
N13,N131,14
N13,N132,7
N13,N133,72
N13,N134,23
N13,N135,11
N13,N136,58
N13,N137,45
N13,N138,50
N13,N139,82
N13,N140,60
N13,N141,106
N13,N142,41
N13,N143,95
N13,N144,20
N13,N145,30
N13,N146,105
N13,N147,104
N13,N148,60
N13,N149,100
N13,N150,68
N13,N151,8
N13,N152,44
N13,N153,100
N13,N154,85
N13,N155,45
N13,N156,56
N13,N157,99
N13,N158,6
N13,N159,106
N13,N160,102
N13,N161,12
N13,N162,6
N13,N163,86
N13,N164,57
N13,N165,36
N13,N166,67
N13,N167,116
N13,N168,107
N13,N169,16
N13,N170,83
N13,N171,26
N13,N172,84
N13,N173,110
N13,N174,36
N13,N175,59
N13,N176,19
N13,N177,84
N13,N178,76
N13,N179,26
N13,N180,31
N13,N181,110
N13,N182,17
N13,N183,95
N13,N184,104
N13,N185,34
N13,N186,85
N13,N187,107
N13,N188,17
N13,N189,49
N13,N190,109
N13,N191,120
N13,N192,37
N13,N193,47
N13,N194,107
N13,N195,46
N13,N196,102
N13,N197,59
N13,N198,11
N13,N199,75
N13,N200,118
N14,N15,114
N14,N16,101
N14,N17,95
N14,N18,34
N14,N19,109
N14,N20,71
N14,N21,97
N14,N22,7
N14,N23,10
N14,N24,73
N14,N25,59
N14,N26,31
N14,N27,106
N14,N28,50
N14,N29,11
N14,N30,9
N14,N31,47
N14,N32,107
N14,N33,31
N14,N34,95
N14,N35,81
N14,N36,33
N14,N37,80
N14,N38,26
N14,N39,38
N14,N40,21
N14,N41,118
N14,N42,88
N14,N43,98
N14,N44,23
N14,N45,96
N14,N46,80
N14,N47,12
N14,N48,60
N14,N49,88
N14,N50,118
N14,N51,27
N14,N52,81
N14,N53,8
N14,N54,46
N14,N55,8
N14,N56,26
N14,N57,76
N14,N58,103
N14,N59,23
N14,N60,33
N14,N61,51
N14,N62,42
N14,N63,29
N14,N64,51
N14,N65,106
N14,N66,38
N14,N67,7
N14,N68,100
N14,N69,23
N14,N70,36
N14,N71,114
N14,N72,84
N14,N73,98
N14,N74,72
N14,N75,43
N14,N76,59
N14,N77,38
N14,N78,54
N14,N79,84
N14,N80,7
N14,N81,79
N14,N82,82
N14,N83,112
N14,N84,89
N14,N85,94
N14,N86,24
N14,N87,66
N14,N88,102
N14,N89,38
N14,N90,41
N14,N91,59
N14,N92,108
N14,N93,55
N14,N94,15
N14,N95,99
N14,N96,111
N14,N97,5
N14,N98,80
N14,N99,120
N14,N100,81
N14,N101,14
N14,N102,48
N14,N103,35
N14,N104,74
N14,N105,15
N14,N106,41
N14,N107,19
N14,N108,9
N14,N109,28
N14,N110,25
N14,N111,82
N14,N112,92
N14,N113,18
N14,N114,81
N14,N115,17
N14,N116,43
N14,N117,5
N14,N118,79
N14,N119,31
N14,N120,21
N14,N121,83
N14,N122,39
N14,N123,109
N14,N124,57
N14,N125,120
N14,N126,106
N14,N127,105
N14,N128,80
N14,N129,39
N14,N130,32
N14,N131,41
N14,N132,88
N14,N133,57
N14,N134,14
N14,N135,18
N14,N136,10
N14,N137,112
N14,N138,116
N14,N139,86
N14,N140,34
N14,N141,85
N14,N142,68
N14,N143,84
N14,N144,17
N14,N145,62
N14,N146,13
N14,N147,65
N14,N148,15
N14,N149,59
N14,N150,79
N14,N151,10
N14,N152,97
N14,N153,66
N14,N154,13
N14,N155,10
N14,N156,82
N14,N157,17
N14,N158,80
N14,N159,37
N14,N160,9
N14,N161,58
N14,N162,72
N14,N163,30
N14,N164,23
N14,N165,86
N14,N166,94
N14,N167,5
N14,N168,79
N14,N169,84
N14,N170,111
N14,N171,89
N14,N172,91
N14,N173,98
N14,N174,83
N14,N175,52
N14,N176,96
N14,N177,57
N14,N178,57
N14,N179,80
N14,N180,6
N14,N181,88
N14,N182,27
N14,N183,81
N14,N184,15
N14,N185,114
N14,N186,60
N14,N187,48
N14,N188,99
N14,N189,93
N14,N190,68
N14,N191,36
N14,N192,23
N14,N193,107
N14,N194,57
N14,N195,101
N14,N196,42
N14,N197,81
N14,N198,55
N14,N199,77
N14,N200,8
N15,N16,6
N15,N17,57
N15,N18,87
N15,N19,7
N15,N20,23
N15,N21,23
N15,N22,29
N15,N23,20
N15,N24,74
N15,N25,8
N15,N26,28
N15,N27,40
N15,N28,79
N15,N29,23
N15,N30,67
N15,N31,112
N15,N32,93
N15,N33,66
N15,N34,40
N15,N35,57
N15,N36,40
N15,N37,20
N15,N38,90
N15,N39,68
N15,N40,18
N15,N41,107
N15,N42,105
N15,N43,103
N15,N44,92
N15,N45,118
N15,N46,16
N15,N47,79
N15,N48,31
N15,N49,97
N15,N50,40
N15,N51,17
N15,N52,28
N15,N53,69
N15,N54,88
N15,N55,37
N15,N56,20
N15,N57,42
N15,N58,100
N15,N59,10
N15,N60,101
N15,N61,114
N15,N62,24
N15,N63,40
N15,N64,65
N15,N65,17
N15,N66,115
N15,N67,114
N15,N68,11
N15,N69,30
N15,N70,48
N15,N71,91
N15,N72,53
N15,N73,102
N15,N74,93
N15,N75,97
N15,N76,100
N15,N77,21
N15,N78,106
N15,N79,55
N15,N80,56
N15,N81,36
N15,N82,51
N15,N83,75
N15,N84,22
N15,N85,28
N15,N86,46
N15,N87,28
N15,N88,37
N15,N89,73
N15,N90,100
N15,N91,95
N15,N92,114
N15,N93,11
N15,N94,14
N15,N95,72
N15,N96,13
N15,N97,114
N15,N98,41
N15,N99,7
N15,N100,112
N15,N101,42
N15,N102,82
N15,N103,78
N15,N104,66
N15,N105,98
N15,N106,46
N15,N107,54
N15,N108,11
N15,N109,8
N15,N110,7
N15,N111,43
N15,N112,59
N15,N113,30
N15,N114,81
N15,N115,110
N15,N116,87
N15,N117,61
N15,N118,104
N15,N119,75
N15,N120,117
N15,N121,68
N15,N122,37
N15,N123,28
N15,N124,93
N15,N125,25
N15,N126,108
N15,N127,110
N15,N128,51
N15,N129,105
N15,N130,53
N15,N131,33
N15,N132,91
N15,N133,82
N15,N134,40
N15,N135,67
N15,N136,61
N15,N137,52
N15,N138,118
N15,N139,56
N15,N140,85
N15,N141,102
N15,N142,91
N15,N143,46
N15,N144,25
N15,N145,79
N15,N146,102
N15,N147,66
N15,N148,48
N15,N149,71
N15,N150,73
N15,N151,113
N15,N152,106
N15,N153,27
N15,N154,51
N15,N155,17
N15,N156,52
N15,N157,34
N15,N158,102
N15,N159,20
N15,N160,86
N15,N161,112
N15,N162,42
N15,N163,57
N15,N164,63
N15,N165,98
N15,N166,99
N15,N167,116
N15,N168,48
N15,N169,12
N15,N170,83
N15,N171,96
N15,N172,98
N15,N173,11
N15,N174,79
N15,N175,7
N15,N176,90
N15,N177,48
N15,N178,109
N15,N179,25
N15,N180,16
N15,N181,87
N15,N182,66
N15,N183,17
N15,N184,61
N15,N185,97
N15,N186,113
N15,N187,43
N15,N188,29
N15,N189,88
N15,N190,65
N15,N191,87
N15,N192,78
N15,N193,97
N15,N194,102
N15,N195,32
N15,N196,62
N15,N197,109
N15,N198,27
N15,N199,69
N15,N200,51
N16,N17,63
N16,N18,95
N16,N19,88
N16,N20,116
N16,N21,47
N16,N22,63
N16,N23,80
N16,N24,53
N16,N25,27
N16,N26,27
N16,N27,85
N16,N28,117
N16,N29,12
N16,N30,66
N16,N31,112
N16,N32,76
N16,N33,78
N16,N34,114
N16,N35,87
N16,N36,14
N16,N37,104
N16,N38,50
N16,N39,22
N16,N40,36
N16,N41,17
N16,N42,109
N16,N43,68
N16,N44,23
N16,N45,7
N16,N46,39
N16,N47,83
N16,N48,25
N16,N49,105
N16,N50,108
N16,N51,104
N16,N52,101
N16,N53,76
N16,N54,87
N16,N55,18
N16,N56,97
N16,N57,65
N16,N58,73
N16,N59,86
N16,N60,100
N16,N61,45
N16,N62,108
N16,N63,81
N16,N64,23
N16,N65,99
N16,N66,120
N16,N67,5
N16,N68,89
N16,N69,29
N16,N70,80
N16,N71,9
N16,N72,51
N16,N73,43
N16,N74,81
N16,N75,63
N16,N76,120
N16,N77,75
N16,N78,32
N16,N79,48
N16,N80,87
N16,N81,51
N16,N82,114
N16,N83,118
N16,N84,118
N16,N85,86
N16,N86,36
N16,N87,33
N16,N88,59
N16,N89,26
N16,N90,41
N16,N91,10
N16,N92,48
N16,N93,9
N16,N94,82
N16,N95,29
N16,N96,30
N16,N97,48
N16,N98,53
N16,N99,11
N16,N100,11
N16,N101,48
N16,N102,23
N16,N103,76
N16,N104,111
N16,N105,16
N16,N106,117
N16,N107,115
N16,N108,79
N16,N109,18
N16,N110,27
N16,N111,73
N16,N112,9
N16,N113,107
N16,N114,105
N16,N115,38
N16,N116,6
N16,N117,93
N16,N118,60
N16,N119,24
N16,N120,31
N16,N121,80
N16,N122,68
N16,N123,76
N16,N124,53
N16,N125,7
N16,N126,36
N16,N127,44
N16,N128,102
N16,N129,79
N16,N130,106
N16,N131,76
N16,N132,68
N16,N133,99
N16,N134,27
N16,N135,84
N16,N136,34
N16,N137,38
N16,N138,95
N16,N139,13
N16,N140,29
N16,N141,89
N16,N142,36
N16,N143,21
N16,N144,59
N16,N145,16
N16,N146,10
N16,N147,21
N16,N148,33
N16,N149,56
N16,N150,71
N16,N151,64
N16,N152,114
N16,N153,11
N16,N154,8
N16,N155,82
N16,N156,6
N16,N157,39
N16,N158,44
N16,N159,23
N16,N160,64
N16,N161,32
N16,N162,12
N16,N163,66
N16,N164,94
N16,N165,117
N16,N166,69
N16,N167,22
N16,N168,44
N16,N169,44
N16,N170,69
N16,N171,110
N16,N172,74
N16,N173,19
N16,N174,24
N16,N175,115
N16,N176,17
N16,N177,68
N16,N178,49
N16,N179,63
N16,N180,116
N16,N181,111
N16,N182,13
N16,N183,54
N16,N184,56
N16,N185,13
N16,N186,73
N16,N187,89
N16,N188,24
N16,N189,110
N16,N190,46
N16,N191,79
N16,N192,84
N16,N193,30
N16,N194,30
N16,N195,108
N16,N196,85
N16,N197,115
N16,N198,119
N16,N199,43
N16,N200,55
N17,N18,65
N17,N19,115
N17,N20,20
N17,N21,36
N17,N22,101
N17,N23,13
N17,N24,47
N17,N25,54
N17,N26,25
N17,N27,60
N17,N28,8
N17,N29,119
N17,N30,99
N17,N31,90
N17,N32,49
N17,N33,38
N17,N34,58
N17,N35,31
N17,N36,56
N17,N37,25
N17,N38,55
N17,N39,88
N17,N40,100
N17,N41,59
N17,N42,95
N17,N43,8
N17,N44,24
N17,N45,27
N17,N46,84
N17,N47,110
N17,N48,59
N17,N49,92
N17,N50,56
N17,N51,29
N17,N52,5
N17,N53,114
N17,N54,12
N17,N55,58
N17,N56,86
N17,N57,77
N17,N58,57
N17,N59,50
N17,N60,60
N17,N61,86
N17,N62,105
N17,N63,88
N17,N64,111
N17,N65,21
N17,N66,97
N17,N67,42
N17,N68,36
N17,N69,90
N17,N70,52
N17,N71,6
N17,N72,68
N17,N73,108
N17,N74,22
N17,N75,75
N17,N76,108
N17,N77,61
N17,N78,103
N17,N79,35
N17,N80,43
N17,N81,99
N17,N82,115
N17,N83,82
N17,N84,94
N17,N85,58
N17,N86,111
N17,N87,91
N17,N88,80
N17,N89,34
N17,N90,20
N17,N91,55
N17,N92,61
N17,N93,14
N17,N94,75
N17,N95,109
N17,N96,63
N17,N97,91
N17,N98,19
N17,N99,13
N17,N100,102
N17,N101,50
N17,N102,48
N17,N103,74
N17,N104,107
N17,N105,99
N17,N106,118
N17,N107,83
N17,N108,72
N17,N109,61
N17,N110,95
N17,N111,118
N17,N112,23
N17,N113,6
N17,N114,42
N17,N115,98
N17,N116,16
N17,N117,102
N17,N118,96
N17,N119,79
N17,N120,111
N17,N121,92
N17,N122,26
N17,N123,14
N17,N124,80
N17,N125,15
N17,N126,7
N17,N127,56
N17,N128,44
N17,N129,30
N17,N130,44
N17,N131,25
N17,N132,31
N17,N133,76
N17,N134,7
N17,N135,88
N17,N136,89
N17,N137,95
N17,N138,92
N17,N139,66
N17,N140,16
N17,N141,117
N17,N142,10
N17,N143,48
N17,N144,115
N17,N145,61
N17,N146,98
N17,N147,94
N17,N148,107
N17,N149,116
N17,N150,89
N17,N151,68
N17,N152,87
N17,N153,78
N17,N154,115
N17,N155,74
N17,N156,101
N17,N157,26
N17,N158,11
N17,N159,31
N17,N160,83
N17,N161,17
N17,N162,94
N17,N163,61
N17,N164,109
N17,N165,46
N17,N166,49
N17,N167,26
N17,N168,97
N17,N169,20
N17,N170,11
N17,N171,90
N17,N172,61
N17,N173,42
N17,N174,120
N17,N175,120
N17,N176,60
N17,N177,47
N17,N178,86
N17,N179,27
N17,N180,85
N17,N181,65
N17,N182,9
N17,N183,100
N17,N184,30
N17,N185,117
N17,N186,71
N17,N187,88
N17,N188,77
N17,N189,30
N17,N190,106
N17,N191,7
N17,N192,103
N17,N193,62
N17,N194,72
N17,N195,36
N17,N196,120
N17,N197,45
N17,N198,78
N17,N199,43
N17,N200,74
N18,N19,85
N18,N20,110
N18,N21,34
N18,N22,9
N18,N23,49
N18,N24,53
N18,N25,49
N18,N26,22
N18,N27,86
N18,N28,95
N18,N29,51
N18,N30,15
N18,N31,110
N18,N32,67
N18,N33,106
N18,N34,74
N18,N35,9
N18,N36,70
N18,N37,86
N18,N38,67
N18,N39,72
N18,N40,21
N18,N41,108
N18,N42,48
N18,N43,63
N18,N44,91
N18,N45,28
N18,N46,92
N18,N47,44
N18,N48,53
N18,N49,99
N18,N50,31
N18,N51,76
N18,N52,26
N18,N53,90
N18,N54,73
N18,N55,77
N18,N56,116
N18,N57,89
N18,N58,76
N18,N59,20
N18,N60,5
N18,N61,120
N18,N62,118
N18,N63,70
N18,N64,23
N18,N65,17
N18,N66,27
N18,N67,27
N18,N68,76
N18,N69,19
N18,N70,60
N18,N71,111
N18,N72,104
N18,N73,103
N18,N74,9
N18,N75,59
N18,N76,38
N18,N77,24
N18,N78,45
N18,N79,20
N18,N80,43
N18,N81,115
N18,N82,98
N18,N83,83
N18,N84,113
N18,N85,83
N18,N86,8
N18,N87,20
N18,N88,6
N18,N89,45
N18,N90,92
N18,N91,107
N18,N92,99
N18,N93,16
N18,N94,36
N18,N95,61
N18,N96,45
N18,N97,21
N18,N98,38
N18,N99,113
N18,N100,13
N18,N101,14
N18,N102,48
N18,N103,118
N18,N104,87
N18,N105,109
N18,N106,86
N18,N107,116
N18,N108,72
N18,N109,15
N18,N110,35
N18,N111,50
N18,N112,71
N18,N113,9
N18,N114,36
N18,N115,108
N18,N116,59
N18,N117,20
N18,N118,50
N18,N119,116
N18,N120,49
N18,N121,104
N18,N122,109
N18,N123,96
N18,N124,60
N18,N125,35
N18,N126,18
N18,N127,22
N18,N128,105
N18,N129,105
N18,N130,89
N18,N131,105
N18,N132,16
N18,N133,109
N18,N134,73
N18,N135,70
N18,N136,64
N18,N137,47
N18,N138,98
N18,N139,102
N18,N140,9
N18,N141,28
N18,N142,45
N18,N143,56
N18,N144,60
N18,N145,20
N18,N146,39
N18,N147,74
N18,N148,15
N18,N149,114
N18,N150,118
N18,N151,64
N18,N152,97
N18,N153,89
N18,N154,75
N18,N155,36
N18,N156,79
N18,N157,81
N18,N158,107
N18,N159,25
N18,N160,9
N18,N161,32
N18,N162,46
N18,N163,64
N18,N164,78
N18,N165,80
N18,N166,31
N18,N167,62
N18,N168,106
N18,N169,55
N18,N170,94
N18,N171,117
N18,N172,97
N18,N173,73
N18,N174,102
N18,N175,90
N18,N176,50
N18,N177,108
N18,N178,36
N18,N179,112
N18,N180,38
N18,N181,80
N18,N182,77
N18,N183,8
N18,N184,85
N18,N185,97
N18,N186,32
N18,N187,89
N18,N188,37
N18,N189,29
N18,N190,86
N18,N191,53
N18,N192,78
N18,N193,81
N18,N194,110
N18,N195,79
N18,N196,56
N18,N197,73
N18,N198,43
N18,N199,85
N18,N200,97
N19,N20,60
N19,N21,63
N19,N22,15
N19,N23,46
N19,N24,45
N19,N25,22
N19,N26,81
N19,N27,40
N19,N28,18
N19,N29,120
N19,N30,32
N19,N31,54
N19,N32,12
N19,N33,6
N19,N34,15
N19,N35,72
N19,N36,14
N19,N37,53
N19,N38,118
N19,N39,63
N19,N40,75
N19,N41,22
N19,N42,36
N19,N43,63
N19,N44,12
N19,N45,96
N19,N46,62
N19,N47,54
N19,N48,53
N19,N49,84
N19,N50,83
N19,N51,59
N19,N52,58
N19,N53,76
N19,N54,116
N19,N55,39
N19,N56,119
N19,N57,80
N19,N58,26
N19,N59,26
N19,N60,98
N19,N61,76
N19,N62,37
N19,N63,106
N19,N64,25
N19,N65,41
N19,N66,81
N19,N67,40
N19,N68,95
N19,N69,79
N19,N70,95
N19,N71,51
N19,N72,80
N19,N73,81
N19,N74,68
N19,N75,57
N19,N76,28
N19,N77,45
N19,N78,117
N19,N79,50
N19,N80,85
N19,N81,14
N19,N82,30
N19,N83,104
N19,N84,90
N19,N85,93
